lat,lon,altitude,velocity,pitch,roll,yaw,battery,command_id,label
40.718866824261156,-73.99709639816247,95.84681249667787,12.550060012363154,10.726217508479678,-12.382562383975262,34.14317375171147,47.30378787893091,1005,0
40.70770744538096,-74.00469398698769,81.12489873552374,12.611729170983791,-7.742969864165049,7.007119753584272,151.85485780609127,78.88703589295102,1000,0
40.7182281916112,-74.01020954196794,88.74426531293095,13.21592609656216,1.6131753503225625,-0.12940089293048582,52.54301787968019,86.25347324268529,1030,0
40.720073276817715,-74.00995570045845,83.69428587633588,12.976219991516816,1.817819073580535,4.901831842752705,322.10094681985936,57.914214981827186,1054,0
40.71620571675668,-73.99680150716908,71.49170717834193,13.863445890728567,-4.17703886691781,2.7777216407643994,3.7132099805245122,83.78039311850638,1048,0
40.69146466017574,-74.01409382983401,69.729740116937,15.205630655036883,-9.712313147815694,-4.941604373846296,240.78758374196275,64.023849735449,1024,0
40.73443188085824,-74.01067042737805,61.89304544013121,19.294627104794515,-1.120177708038212,-5.248324169789,322.89286197392556,41.064037037089605,1009,0
40.70796321107056,-73.99769608567983,83.3892205264037,6.130055154177835,6.7832081709619825,-15.174904234103789,148.88140694818603,71.73629675184229,1036,0
40.70853092600672,-74.01499288236522,101.95934412701317,15.395390911755701,-5.280645645855311,5.678566778783136,147.33732939199672,86.92449526238923,1011,0
40.71668098047096,-74.02105097985908,60.16809068839322,9.303951350888637,1.3450909179503854,-3.0709197310434924,335.9400978437862,72.10328629621404,1031,0
40.71897499433896,-74.00647522184538,69.56915048636121,12.704177175073896,-2.8891697268237726,-2.384399677038804,64.88777271410792,98.11368656586077,1011,0
40.71044344996271,-73.98935065804562,57.608085890874705,13.835289799360666,1.5766161837763413,-3.145457420229886,281.0551867017586,86.61167592390632,1015,0
40.70604915939837,-74.00207472323669,89.45200180747608,13.754330776627729,-18.166996234420587,-7.310336744692189,277.5923730219613,55.33808080980727,1021,0
40.72349918485954,-74.00400315495187,91.34875793648773,11.915051070988303,7.713559336801352,-2.005232130243987,64.78166921279698,70.83370159475574,1022,0
